start_station_id,hour,day_of_week,day_of_month,weekend,workingday,is_rush_hour,demand
SF-J30,9,3,17,0,1,1,12
SF-J30,9,3,24,0,1,1,12
SF-J30,9,4,4,0,1,1,11
SF-J30,9,4,11,0,1,1,9
SF-J30,9,4,18,0,1,1,8
SF-J30,9,4,25,0,1,1,10
SF-J30,9,5,5,0,1,1,11
SF-J30,9,5,12,0,1,1,7
SF-J30,9,5,19,0,1,1,4
SF-J30,9,5,26,0,1,1,6
SF-J30,9,6,6,0,1,1,2
SF-J30,9,6,13,0,1,1,6
SF-J30,9,6,20,0,1,1,10
SF-J30,9,6,27,0,1,1,4
SF-J30,9,7,7,1,0,1,9
SF-J30,9,7,14,1,0,1,4
SF-J30,9,7,21,1,0,1,2
SF-J30,9,7,28,1,0,1,1
SF-J30,10,1,1,1,0,0,1
SF-J30,10,1,8,1,0,0,2
SF-J30,10,1,15,1,0,0,1
SF-J30,10,1,22,1,0,0,2
SF-J30,10,1,29,1,0,0,6
SF-J30,10,2,2,0,1,0,5
SF-J30,10,2,9,0,1,0,2
SF-J30,10,2,16,0,1,0,2
SF-J30,10,2,23,0,1,0,6
SF-J30,10,2,30,0,1,0,2
SF-J30,10,3,3,0,1,0,3
SF-J30,10,3,10,0,1,0,3
SF-J30,10,3,17,0,1,0,6
SF-J30,10,3,24,0,1,0,3
SF-J30,10,4,4,0,1,0,1
SF-J30,10,4,11,0,1,0,2
SF-J30,10,4,18,0,1,0,4
SF-J30,10,5,5,0,1,0,2
SF-J30,10,5,12,0,1,0,1
SF-J30,10,5,19,0,1,0,4
SF-J30,10,5,26,0,1,0,2
SF-J30,10,6,6,0,1,0,1
SF-J30,10,6,13,0,1,0,5
SF-J30,10,6,20,0,1,0,2
SF-J30,10,6,27,0,1,0,3
SF-J30,10,7,7,1,0,0,4
SF-J30,10,7,14,1,0,0,2
SF-J30,10,7,21,1,0,0,1
SF-J30,10,7,28,1,0,0,1
SF-J30,11,1,8,1,0,0,3
SF-J30,11,1,15,1,0,0,3
SF-J30,11,1,22,1,0,0,3
SF-J30,11,1,29,1,0,0,2
SF-J30,11,2,9,0,1,0,7
SF-J30,11,2,16,0,1,0,8
SF-J30,11,2,23,0,1,0,4
SF-J30,11,2,30,0,1,0,1
SF-J30,11,3,3,0,1,0,4
SF-J30,11,3,10,0,1,0,3
SF-J30,11,3,17,0,1,0,2
SF-J30,11,3,24,0,1,0,4
SF-J30,11,4,4,0,1,0,6
SF-J30,11,4,11,0,1,0,1
SF-J30,11,4,18,0,1,0,1
SF-J30,11,4,25,0,1,0,5
SF-J30,11,5,5,0,1,0,5
SF-J30,11,5,12,0,1,0,2
SF-J30,11,5,19,0,1,0,4
SF-J30,11,5,26,0,1,0,3
SF-J30,11,6,6,0,1,0,3
SF-J30,11,6,13,0,1,0,4
SF-J30,11,6,20,0,1,0,4
SF-J30,11,6,27,0,1,0,1
SF-J30,11,7,7,1,0,0,3
SF-J30,11,7,14,1,0,0,3
SF-J30,11,7,21,1,0,0,6
SF-J30,11,7,28,1,0,0,5
SF-J30,12,1,1,1,0,0,1
SF-J30,12,1,8,1,0,0,7
SF-J30,12,1,15,1,0,0,3
SF-J30,12,1,22,1,0,0,5
SF-J30,12,1,29,1,0,0,4
SF-J30,12,2,9,0,1,0,4
SF-J30,12,2,16,0,1,0,6
SF-J30,12,2,23,0,1,0,2
SF-J30,12,2,30,0,1,0,2
SF-J30,12,3,3,0,1,0,4
SF-J30,12,3,10,0,1,0,5
SF-J30,12,3,17,0,1,0,3
SF-J30,12,3,24,0,1,0,5
SF-J30,12,4,4,0,1,0,3
SF-J30,12,4,11,0,1,0,5
SF-J30,12,4,18,0,1,0,4
SF-J30,12,4,25,0,1,0,8
SF-J30,12,5,5,0,1,0,4
SF-J30,12,5,12,0,1,0,3
SF-J30,12,5,19,0,1,0,1
SF-J30,12,5,26,0,1,0,2
SF-J30,12,6,6,0,1,0,2
SF-J30,12,6,13,0,1,0,1
SF-J30,12,6,20,0,1,0,3
SF-J30,12,6,27,0,1,0,1
SF-J30,12,7,7,1,0,0,1
SF-J30,12,7,14,1,0,0,6
SF-J30,12,7,21,1,0,0,3
SF-J30,12,7,28,1,0,0,1
SF-J30,13,1,1,1,0,0,3
SF-J30,13,1,8,1,0,0,4
SF-J30,13,1,15,1,0,0,2
SF-J30,13,1,22,1,0,0,4
SF-J30,13,1,29,1,0,0,4
SF-J30,13,2,2,0,1,0,3
SF-J30,13,2,9,0,1,0,4
SF-J30,13,2,16,0,1,0,7
SF-J30,13,2,23,0,1,0,2
SF-J30,13,2,30,0,1,0,1
SF-J30,13,3,3,0,1,0,2
SF-J30,13,3,10,0,1,0,5
SF-J30,13,3,17,0,1,0,4
SF-J30,13,3,24,0,1,0,5
SF-J30,13,4,4,0,1,0,7
SF-J30,13,4,11,0,1,0,3
SF-J30,13,4,18,0,1,0,4
SF-J30,13,4,25,0,1,0,9
SF-J30,13,5,5,0,1,0,5
SF-J30,13,5,12,0,1,0,6
SF-J30,13,5,19,0,1,0,3
SF-J30,13,5,26,0,1,0,1
SF-J30,13,6,6,0,1,0,2
SF-J30,13,6,13,0,1,0,2
SF-J30,13,6,20,0,1,0,5
SF-J30,13,6,27,0,1,0,3
SF-J30,13,7,7,1,0,0,3
SF-J30,13,7,14,1,0,0,7
SF-J30,13,7,21,1,0,0,3
SF-J30,13,7,28,1,0,0,2
SF-J30,14,1,1,1,0,0,1
SF-J30,14,1,8,1,0,0,3
SF-J30,14,1,15,1,0,0,1
SF-J30,14,1,22,1,0,0,5
SF-J30,14,1,29,1,0,0,3
SF-J30,14,2,2,0,1,0,3
SF-J30,14,2,9,0,1,0,4
SF-J30,14,2,16,0,1,0,6
SF-J30,14,2,23,0,1,0,2
SF-J30,14,2,30,0,1,0,3
SF-J30,14,3,3,0,1,0,4
SF-J30,14,3,10,0,1,0,6
SF-J30,14,3,17,0,1,0,5
SF-J30,14,4,4,0,1,0,4
SF-J30,14,4,11,0,1,0,6
SF-J30,14,4,18,0,1,0,5
SF-J30,14,4,25,0,1,0,6
SF-J30,14,5,5,0,1,0,3
SF-J30,14,5,12,0,1,0,3
SF-J30,14,5,19,0,1,0,6
SF-J30,14,5,26,0,1,0,6
SF-J30,14,6,6,0,1,0,3
SF-J30,14,6,13,0,1,0,4
SF-J30,14,6,20,0,1,0,6
SF-J30,14,6,27,0,1,0,1
SF-J30,14,7,7,1,0,0,7
SF-J30,14,7,14,1,0,0,4
SF-J30,14,7,21,1,0,0,3
SF-J30,14,7,28,1,0,0,3
SF-J30,15,1,1,1,0,0,3
SF-J30,15,1,8,1,0,0,25
SF-J30,15,1,15,1,0,0,4
SF-J30,15,1,22,1,0,0,19
SF-J30,15,1,29,1,0,0,1
SF-J30,15,2,2,0,1,0,6
SF-J30,15,2,9,0,1,0,5
SF-J30,15,2,16,0,1,0,12
SF-J30,15,2,23,0,1,0,5
SF-J30,15,2,30,0,1,0,5
SF-J30,15,3,3,0,1,0,2
SF-J30,15,3,10,0,1,0,6
SF-J30,15,3,17,0,1,0,3
SF-J30,15,3,24,0,1,0,5
SF-J30,15,4,4,0,1,0,6
SF-J30,15,4,11,0,1,0,9
SF-J30,15,4,18,0,1,0,8
SF-J30,15,4,25,0,1,0,5
SF-J30,15,5,5,0,1,0,18
SF-J30,15,5,12,0,1,0,8
SF-J30,15,5,19,0,1,0,18
SF-J30,15,5,26,0,1,0,7
SF-J30,15,6,6,0,1,0,2
SF-J30,15,6,13,0,1,0,4
SF-J30,15,6,20,0,1,0,4
SF-J30,15,6,27,0,1,0,1
SF-J30,15,7,7,1,0,0,18
SF-J30,15,7,14,1,0,0,6
SF-J30,15,7,21,1,0,0,18
SF-J30,15,7,28,1,0,0,3
SF-J30,16,1,1,1,0,0,2
SF-J30,16,1,8,1,0,0,1
SF-J30,16,1,15,1,0,0,2
SF-J30,16,1,22,1,0,0,3
SF-J30,16,1,29,1,0,0,3
SF-J30,16,2,2,0,1,0,8
SF-J30,16,2,9,0,1,0,10
SF-J30,16,2,16,0,1,0,8
SF-J30,16,2,23,0,1,0,11
SF-J30,16,2,30,0,1,0,12
SF-J30,16,3,3,0,1,0,12
SF-J30,16,3,10,0,1,0,4
SF-J30,16,3,17,0,1,0,11
SF-J30,16,3,24,0,1,0,5
SF-J30,16,4,4,0,1,0,11
SF-J30,16,4,11,0,1,0,14
SF-J30,16,4,18,0,1,0,14
SF-J30,16,4,25,0,1,0,8
SF-J30,16,5,5,0,1,0,6
SF-J30,16,5,12,0,1,0,6
SF-J30,16,5,19,0,1,0,1
SF-J30,16,5,26,0,1,0,2
SF-J30,16,6,6,0,1,0,4
SF-J30,16,6,13,0,1,0,6
SF-J30,16,6,27,0,1,0,8
SF-J30,16,7,7,1,0,0,1
SF-J30,16,7,14,1,0,0,15
SF-J30,16,7,21,1,0,0,2
SF-J30,16,7,28,1,0,0,1
SF-J30,17,1,8,1,0,1,1
SF-J30,17,1,15,1,0,1,3
SF-J30,17,2,2,0,1,1,7
SF-J30,17,2,9,0,1,1,4
SF-J30,17,2,16,0,1,1,11
SF-J30,17,2,23,0,1,1,15
SF-J30,17,2,30,0,1,1,5
SF-J30,17,3,3,0,1,1,8
SF-J30,17,3,10,0,1,1,7
SF-J30,17,3,17,0,1,1,15
SF-J30,17,3,24,0,1,1,11
SF-J30,17,4,4,0,1,1,9
SF-J30,17,4,11,0,1,1,10
SF-J30,17,4,18,0,1,1,5
SF-J30,17,4,25,0,1,1,18
SF-J30,17,5,5,0,1,1,5
SF-J30,17,5,12,0,1,1,5
SF-J30,17,5,19,0,1,1,2
SF-J30,17,5,26,0,1,1,7
SF-J30,17,6,6,0,1,1,3
SF-J30,17,6,13,0,1,1,2
SF-J30,17,6,20,0,1,1,5
SF-J30,17,6,27,0,1,1,8
SF-J30,17,7,14,1,0,1,2
SF-J30,17,7,21,1,0,1,2
SF-J30,17,7,28,1,0,1,5
SF-J30,18,1,1,1,0,1,1
SF-J30,18,1,15,1,0,1,1
SF-J30,18,1,22,1,0,1,2
SF-J30,18,1,29,1,0,1,2
SF-J30,18,2,2,0,1,1,7
SF-J30,18,2,9,0,1,1,7
SF-J30,18,2,16,0,1,1,3
SF-J30,18,2,23,0,1,1,3
SF-J30,18,2,30,0,1,1,5
SF-J30,18,3,3,0,1,1,9
SF-J30,18,3,10,0,1,1,5
SF-J30,18,3,17,0,1,1,22
SF-J30,18,3,24,0,1,1,10
SF-J30,18,4,4,0,1,1,15
SF-J30,18,4,11,0,1,1,6
SF-J30,18,4,18,0,1,1,13
SF-J30,18,4,25,0,1,1,10
SF-J30,18,5,5,0,1,1,9
SF-J30,18,5,12,0,1,1,6
SF-J30,18,5,19,0,1,1,3
SF-J30,18,5,26,0,1,1,6
SF-J30,18,6,6,0,1,1,4
SF-J30,18,6,13,0,1,1,2
SF-J30,18,6,20,0,1,1,5
SF-J30,18,6,27,0,1,1,11
SF-J30,18,7,14,1,0,1,2
SF-J30,18,7,21,1,0,1,3
SF-J30,18,7,28,1,0,1,1
SF-J30,19,1,15,1,0,1,3
SF-J30,19,1,29,1,0,1,4
SF-J30,19,2,2,0,1,1,3
SF-J30,19,2,9,0,1,1,3
SF-J30,19,2,16,0,1,1,6
SF-J30,19,2,23,0,1,1,2
SF-J30,19,2,30,0,1,1,2
SF-J30,19,3,3,0,1,1,5
SF-J30,19,3,10,0,1,1,2
SF-J30,19,3,17,0,1,1,9
SF-J30,19,3,24,0,1,1,5
SF-J30,19,4,4,0,1,1,7
SF-J30,19,4,11,0,1,1,6
SF-J30,19,4,18,0,1,1,4
SF-J30,19,4,25,0,1,1,8
SF-J30,19,5,5,0,1,1,5
SF-J30,19,5,12,0,1,1,6
SF-J30,19,5,19,0,1,1,3
SF-J30,19,5,26,0,1,1,7
SF-J30,19,6,6,0,1,1,3
SF-J30,19,6,13,0,1,1,6
SF-J30,19,6,20,0,1,1,6
SF-J30,19,6,27,0,1,1,7
SF-J30,19,7,7,1,0,1,6
SF-J30,19,7,14,1,0,1,2
SF-J30,19,7,21,1,0,1,1
SF-J30,20,1,1,1,0,0,5
SF-J30,20,1,22,1,0,0,4
SF-J30,20,1,29,1,0,0,4
SF-J30,20,2,2,0,1,0,9
SF-J30,20,2,9,0,1,0,5
SF-J30,20,2,16,0,1,0,4
SF-J30,20,2,23,0,1,0,2
SF-J30,20,2,30,0,1,0,3
SF-J30,20,3,3,0,1,0,14
SF-J30,20,3,10,0,1,0,1
SF-J30,20,3,17,0,1,0,12
SF-J30,20,3,24,0,1,0,14
SF-J30,20,4,4,0,1,0,10
SF-J30,20,4,11,0,1,0,2
SF-J30,20,4,18,0,1,0,5
SF-J30,20,4,25,0,1,0,11
SF-J30,20,5,5,0,1,0,1
SF-J30,20,5,12,0,1,0,2
SF-J30,20,5,19,0,1,0,1
SF-J30,20,5,26,0,1,0,6
SF-J30,20,6,13,0,1,0,5
SF-J30,20,6,20,0,1,0,3
SF-J30,20,6,27,0,1,0,1
SF-J30,20,7,14,1,0,0,1
SF-J30,20,7,21,1,0,0,1
SF-J30,20,7,28,1,0,0,1
SF-J30,21,1,1,1,0,0,3
SF-J30,21,1,8,1,0,0,1
SF-J30,21,1,15,1,0,0,3
SF-J30,21,1,29,1,0,0,1
SF-J30,21,2,2,0,1,0,17
SF-J30,21,2,16,0,1,0,2
SF-J30,21,2,23,0,1,0,3
SF-J30,21,2,30,0,1,0,9
SF-J30,21,3,3,0,1,0,11
SF-J30,21,3,10,0,1,0,2
SF-J30,21,3,17,0,1,0,11
SF-J30,21,3,24,0,1,0,5
SF-J30,21,4,4,0,1,0,11
SF-J30,21,4,18,0,1,0,17
SF-J30,21,4,25,0,1,0,17
SF-J30,21,5,5,0,1,0,2
SF-J30,21,5,26,0,1,0,2
SF-J30,21,6,6,0,1,0,14
SF-J30,21,6,13,0,1,0,1
SF-J30,21,6,20,0,1,0,6
SF-J30,21,6,27,0,1,0,1
SF-J30,21,7,7,1,0,0,2
SF-J30,21,7,14,1,0,0,1
SF-J30,21,7,28,1,0,0,2
SF-J30,22,2,2,0,1,0,2
SF-J30,22,2,16,0,1,0,2
SF-J30,22,2,23,0,1,0,1
SF-J30,22,2,30,0,1,0,6
SF-J30,22,3,3,0,1,0,1
SF-J30,22,3,10,0,1,0,1
SF-J30,22,3,24,0,1,0,1
SF-J30,22,4,4,0,1,0,1
SF-J30,22,4,18,0,1,0,1
SF-J30,22,4,25,0,1,0,1
SF-J30,22,5,12,0,1,0,1
SF-J30,22,6,6,0,1,0,6
SF-J30,22,6,13,0,1,0,1
SF-J30,22,6,20,0,1,0,12
SF-J30,22,7,7,1,0,0,1
SF-J30,22,7,21,1,0,0,1
SF-J30,22,7,28,1,0,0,2
SF-J30,23,1,29,1,0,0,1
SF-J30,23,2,30,0,1,0,5
SF-J30,23,3,3,0,1,0,1
SF-J30,23,3,24,0,1,0,1
SF-J30,23,5,5,0,1,0,1
SF-J30,23,5,19,0,1,0,2
SF-J30,23,6,6,0,1,0,2
SF-J30,23,6,13,0,1,0,1
SF-J30,23,7,14,1,0,0,1
SF-J30,23,7,28,1,0,0,1
SF-J5,1,7,7,1,0,0,1
SF-J5,5,2,23,0,1,0,1
SF-J5,5,3,3,0,1,0,2
SF-J5,5,4,25,0,1,0,1
SF-J5,5,6,6,0,1,0,1
SF-J5,6,3,24,0,1,0,1
SF-J5,6,6,27,0,1,0,1
SF-J5,7,1,8,1,0,1,1
SF-J5,7,1,15,1,0,1,1
SF-J5,7,1,22,1,0,1,1
SF-J5,7,2,16,0,1,1,1
SF-J5,7,3,10,0,1,1,2
SF-J5,7,3,17,0,1,1,3
SF-J5,7,4,4,0,1,1,2
SF-J5,7,4,18,0,1,1,1
SF-J5,7,4,25,0,1,1,2
SF-J5,7,5,5,0,1,1,1
SF-J5,7,5,19,0,1,1,2
SF-J5,7,5,26,0,1,1,1
SF-J5,7,6,6,0,1,1,1
SF-J5,7,6,20,0,1,1,1
SF-J5,7,6,27,0,1,1,2
SF-J5,7,7,7,1,0,1,1
SF-J5,7,7,14,1,0,1,1
SF-J5,7,7,21,1,0,1,1
SF-J5,8,1,22,1,0,1,1
SF-J5,8,2,9,0,1,1,1
SF-J5,8,2,23,0,1,1,1
SF-J5,8,2,30,0,1,1,2
SF-J5,8,3,3,0,1,1,1
SF-J5,8,3,10,0,1,1,2
SF-J5,8,3,17,0,1,1,1
SF-J5,8,3,24,0,1,1,3
SF-J5,8,4,4,0,1,1,1
SF-J5,8,4,18,0,1,1,3
SF-J5,8,4,25,0,1,1,3
SF-J5,8,5,5,0,1,1,2
SF-J5,8,5,12,0,1,1,3
SF-J5,8,5,26,0,1,1,2
SF-J5,8,6,6,0,1,1,1
SF-J5,8,6,13,0,1,1,2
SF-J5,8,6,20,0,1,1,2
SF-J5,8,6,27,0,1,1,3
SF-J5,8,7,21,1,0,1,1
SF-J5,8,7,28,1,0,1,2
SF-J5,9,1,15,1,0,1,2
SF-J5,9,1,22,1,0,1,2
SF-J5,9,2,16,0,1,1,2
SF-J5,9,2,30,0,1,1,1
SF-J5,9,3,3,0,1,1,2
SF-J5,9,3,17,0,1,1,1
SF-J5,9,3,24,0,1,1,2
SF-J5,9,4,25,0,1,1,1
SF-J5,9,5,12,0,1,1,1
SF-J5,9,6,27,0,1,1,1
SF-J5,9,7,21,1,0,1,2
SF-J5,10,1,8,1,0,0,1
SF-J5,10,1,22,1,0,0,1
SF-J5,10,1,29,1,0,0,1
SF-J5,10,2,23,0,1,0,1
SF-J5,10,3,10,0,1,0,1
SF-J5,10,3,17,0,1,0,1
SF-J5,10,4,4,0,1,0,1
SF-J5,10,5,19,0,1,0,1
SF-J5,10,7,7,1,0,0,1
SF-J5,10,7,14,1,0,0,1
SF-J5,10,7,21,1,0,0,1
SF-J5,11,1,1,1,0,0,1
SF-J5,11,1,8,1,0,0,2
SF-J5,11,1,15,1,0,0,1
SF-J5,11,1,22,1,0,0,2
SF-J5,11,1,29,1,0,0,1
SF-J5,11,2,9,0,1,0,1
SF-J5,11,2,30,0,1,0,1
SF-J5,11,3,17,0,1,0,1
SF-J5,11,4,11,0,1,0,2
SF-J5,11,4,18,0,1,0,1
SF-J5,11,5,5,0,1,0,2
SF-J5,11,5,12,0,1,0,1
SF-J5,11,5,19,0,1,0,4
SF-J5,11,6,13,0,1,0,1
SF-J5,11,6,20,0,1,0,1
SF-J5,11,6,27,0,1,0,1
SF-J5,11,7,7,1,0,0,1
SF-J5,11,7,14,1,0,0,3
SF-J5,11,7,21,1,0,0,3
SF-J5,11,7,28,1,0,0,2
SF-J5,12,1,15,1,0,0,1
SF-J5,12,2,2,0,1,0,1
SF-J5,12,2,16,0,1,0,1
SF-J5,12,3,10,0,1,0,1
SF-J5,12,3,17,0,1,0,1
SF-J5,12,4,18,0,1,0,1
SF-J5,12,6,6,0,1,0,3
SF-J5,12,6,13,0,1,0,1
SF-J5,12,6,27,0,1,0,1
SF-J5,12,7,7,1,0,0,2
SF-J5,12,7,14,1,0,0,1
SF-J5,12,7,21,1,0,0,2
SF-J5,12,7,28,1,0,0,3
SF-J5,13,1,1,1,0,0,2
SF-J5,13,1,8,1,0,0,4
SF-J5,13,1,15,1,0,0,1
SF-J5,13,1,22,1,0,0,2
SF-J5,13,1,29,1,0,0,4
SF-J5,13,2,2,0,1,0,1
SF-J5,13,2,23,0,1,0,1
SF-J5,13,3,17,0,1,0,1
SF-J5,13,5,19,0,1,0,1
SF-J5,13,5,26,0,1,0,1
SF-J5,13,7,7,1,0,0,1
SF-J5,13,7,21,1,0,0,3
SF-J5,14,1,15,1,0,0,4
SF-J5,14,1,29,1,0,0,1
SF-J5,14,2,2,0,1,0,2
SF-J5,14,2,9,0,1,0,1
SF-J5,14,2,16,0,1,0,1
SF-J5,14,4,11,0,1,0,1
SF-J5,14,5,19,0,1,0,2
SF-J5,14,5,26,0,1,0,2
SF-J5,14,6,13,0,1,0,2
SF-J5,14,7,7,1,0,0,2
SF-J5,14,7,14,1,0,0,2
SF-J5,14,7,21,1,0,0,1
SF-J5,14,7,28,1,0,0,4
SF-J5,15,1,1,1,0,0,2
SF-J5,15,1,8,1,0,0,1
SF-J5,15,1,22,1,0,0,1
SF-J5,15,1,29,1,0,0,1
SF-J5,15,2,2,0,1,0,1
SF-J5,15,2,30,0,1,0,1
SF-J5,15,3,3,0,1,0,1
SF-J5,15,3,10,0,1,0,2
SF-J5,15,3,17,0,1,0,1
SF-J5,15,4,11,0,1,0,2
SF-J5,15,4,18,0,1,0,1
SF-J5,15,4,25,0,1,0,1
SF-J5,15,5,5,0,1,0,1
SF-J5,15,5,26,0,1,0,1
SF-J5,15,6,27,0,1,0,1
SF-J5,15,7,14,1,0,0,4
SF-J5,15,7,21,1,0,0,11
SF-J5,15,7,28,1,0,0,3
SF-J5,16,1,1,1,0,0,1
SF-J5,16,1,15,1,0,0,1
SF-J5,16,1,22,1,0,0,3
SF-J5,16,2,16,0,1,0,1
SF-J5,16,2,23,0,1,0,3
SF-J5,16,3,3,0,1,0,1
SF-J5,16,3,10,0,1,0,1
SF-J5,16,3,17,0,1,0,3
SF-J5,16,4,4,0,1,0,1
SF-J5,16,4,11,0,1,0,1
SF-J5,16,5,19,0,1,0,1
SF-J5,16,6,13,0,1,0,1
SF-J5,16,6,20,0,1,0,4
SF-J5,16,6,27,0,1,0,2
SF-J5,16,7,7,1,0,0,2
SF-J5,16,7,14,1,0,0,4
SF-J5,16,7,28,1,0,0,2
SF-J5,17,1,8,1,0,1,1
SF-J5,17,1,15,1,0,1,3
SF-J5,17,1,22,1,0,1,3
SF-J5,17,2,2,0,1,1,2
SF-J5,17,2,9,0,1,1,1
SF-J5,17,2,16,0,1,1,2
SF-J5,17,2,23,0,1,1,1
SF-J5,17,3,3,0,1,1,1
SF-J5,17,3,10,0,1,1,1
SF-J5,17,3,17,0,1,1,1
SF-J5,17,3,24,0,1,1,1
SF-J5,17,4,4,0,1,1,2
SF-J5,17,4,11,0,1,1,2
SF-J5,17,4,18,0,1,1,3
SF-J5,17,4,25,0,1,1,1
SF-J5,17,5,5,0,1,1,2
SF-J5,17,5,12,0,1,1,1
SF-J5,17,5,26,0,1,1,1
SF-J5,17,6,6,0,1,1,1
SF-J5,17,6,13,0,1,1,1
SF-J5,17,6,20,0,1,1,3
SF-J5,17,6,27,0,1,1,1
SF-J5,17,7,14,1,0,1,3
SF-J5,17,7,28,1,0,1,2
SF-J5,18,1,15,1,0,1,2
SF-J5,18,1,22,1,0,1,1
SF-J5,18,2,2,0,1,1,2
SF-J5,18,2,9,0,1,1,2
SF-J5,18,2,16,0,1,1,1
SF-J5,18,2,23,0,1,1,1
SF-J5,18,2,30,0,1,1,1
SF-J5,18,3,3,0,1,1,1
SF-J5,18,3,10,0,1,1,2
SF-J5,18,3,17,0,1,1,2
SF-J5,18,3,24,0,1,1,2
SF-J5,18,4,25,0,1,1,1
SF-J5,18,5,5,0,1,1,1
SF-J5,18,5,12,0,1,1,2
SF-J5,18,5,19,0,1,1,2
SF-J5,18,5,26,0,1,1,1
SF-J5,18,6,13,0,1,1,1
SF-J5,18,6,27,0,1,1,1
SF-J5,18,7,28,1,0,1,3
SF-J5,19,1,1,1,0,1,2
SF-J5,19,1,8,1,0,1,1
SF-J5,19,3,3,0,1,1,1
SF-J5,19,3,17,0,1,1,2
SF-J5,19,4,18,0,1,1,1
SF-J5,19,4,25,0,1,1,1
SF-J5,19,5,12,0,1,1,1
SF-J5,19,5,26,0,1,1,1
SF-J5,19,6,6,0,1,1,2
SF-J5,19,6,20,0,1,1,1
SF-J5,20,1,8,1,0,0,1
SF-J5,20,1,15,1,0,0,2
SF-J5,20,1,22,1,0,0,4
SF-J5,20,1,29,1,0,0,1
SF-J5,20,3,10,0,1,0,1
SF-J5,20,4,18,0,1,0,1
SF-J5,20,7,21,1,0,0,1
SF-J5,20,7,28,1,0,0,1
SF-J5,21,1,15,1,0,0,1
SF-J5,21,1,22,1,0,0,1
SF-J5,21,5,19,0,1,0,1
SF-J5,21,6,13,0,1,0,1
SF-J5,21,7,14,1,0,0,2
SF-J5,22,1,22,1,0,0,1
SF-J5,22,7,7,1,0,0,1
SF-K15-,0,3,17,0,1,0,1
SF-K15-,0,5,5,0,1,0,1
SF-K15-,0,7,14,1,0,0,1
SF-K15-,0,7,28,1,0,0,1
SF-K15-,2,1,8,1,0,0,1
SF-K15-,4,5,19,0,1,0,1
SF-K15-,5,1,1,1,0,0,1
SF-K15-,6,2,9,0,1,0,1
SF-K15-,6,2,16,0,1,0,1
SF-K15-,6,2,23,0,1,0,1
SF-K15-,6,2,30,0,1,0,1
SF-K15-,6,3,3,0,1,0,2
SF-K15-,6,3,10,0,1,0,1
SF-K15-,6,3,24,0,1,0,2
SF-K15-,6,4,18,0,1,0,1
SF-K15-,6,5,5,0,1,0,1
SF-K15-,6,5,26,0,1,0,1
SF-K15-,6,6,6,0,1,0,1
SF-K15-,6,6,13,0,1,0,1
SF-K15-,6,7,7,1,0,0,1
SF-K15-,6,7,21,1,0,0,1
SF-K15-,7,1,1,1,0,1,1
SF-K15-,7,1,15,1,0,1,1
SF-K15-,7,1,29,1,0,1,3
SF-K15-,7,2,9,0,1,1,3
SF-K15-,7,2,16,0,1,1,2
SF-K15-,7,2,23,0,1,1,1
SF-K15-,7,3,3,0,1,1,2
SF-K15-,7,3,10,0,1,1,2
SF-K15-,7,3,24,0,1,1,1
SF-K15-,7,4,4,0,1,1,1
SF-K15-,7,4,11,0,1,1,2
SF-K15-,7,4,18,0,1,1,2
SF-K15-,7,4,25,0,1,1,1
SF-K15-,7,5,5,0,1,1,3
SF-K15-,7,5,12,0,1,1,1
SF-K15-,7,5,19,0,1,1,2
SF-K15-,7,6,6,0,1,1,2
SF-K15-,7,6,13,0,1,1,2
SF-K15-,7,6,20,0,1,1,3
SF-K15-,7,7,7,1,0,1,6
SF-K15-,7,7,14,1,0,1,1
SF-K15-,7,7,21,1,0,1,1
SF-K15-,8,1,1,1,0,1,2
SF-K15-,8,1,8,1,0,1,1
SF-K15-,8,1,22,1,0,1,1
SF-K15-,8,2,16,0,1,1,2
SF-K15-,8,2,23,0,1,1,2
SF-K15-,8,2,30,0,1,1,2
SF-K15-,8,3,3,0,1,1,1
SF-K15-,8,3,10,0,1,1,1
SF-K15-,8,3,17,0,1,1,3
SF-K15-,8,3,24,0,1,1,8
SF-K15-,8,4,4,0,1,1,1
SF-K15-,8,4,11,0,1,1,3
SF-K15-,8,4,18,0,1,1,1
SF-K15-,8,4,25,0,1,1,2
SF-K15-,8,5,5,0,1,1,1
SF-K15-,8,5,12,0,1,1,3
SF-K15-,8,5,19,0,1,1,2
SF-K15-,8,5,26,0,1,1,8
SF-K15-,8,6,6,0,1,1,3
SF-K15-,8,6,13,0,1,1,3
SF-K15-,8,6,20,0,1,1,1
SF-K15-,8,6,27,0,1,1,2
SF-K15-,8,7,7,1,0,1,3
SF-K15-,8,7,21,1,0,1,1
SF-K15-,8,7,28,1,0,1,1
SF-K15-,9,1,1,1,0,1,1
SF-K15-,9,1,8,1,0,1,6
SF-K15-,9,1,15,1,0,1,3
SF-K15-,9,1,22,1,0,1,2
SF-K15-,9,1,29,1,0,1,2
SF-K15-,9,2,2,0,1,1,3
SF-K15-,9,2,9,0,1,1,1
SF-K15-,9,2,16,0,1,1,1
SF-K15-,9,2,23,0,1,1,1
SF-K15-,9,2,30,0,1,1,3
SF-K15-,9,3,3,0,1,1,3
SF-K15-,9,3,10,0,1,1,2
SF-K15-,9,3,17,0,1,1,7
SF-K15-,9,3,24,0,1,1,3
SF-K15-,9,4,4,0,1,1,8
SF-K15-,9,4,11,0,1,1,5
SF-K15-,9,4,18,0,1,1,2
SF-K15-,9,4,25,0,1,1,2
