start_station_id,hour,day_of_week,day_of_month,weekend,workingday,is_rush_hour,demand
SF-E28,13,5,26,0,1,0,6
SF-E28,13,6,6,0,1,0,6
SF-E28,13,6,13,0,1,0,4
SF-E28,13,6,20,0,1,0,3
SF-E28,13,6,27,0,1,0,4
SF-E28,13,7,14,1,0,0,3
SF-E28,14,1,22,1,0,0,1
SF-E28,14,2,2,0,1,0,7
SF-E28,14,2,9,0,1,0,6
SF-E28,14,2,16,0,1,0,2
SF-E28,14,2,23,0,1,0,3
SF-E28,14,2,30,0,1,0,1
SF-E28,14,3,3,0,1,0,5
SF-E28,14,3,10,0,1,0,2
SF-E28,14,3,17,0,1,0,4
SF-E28,14,4,4,0,1,0,5
SF-E28,14,4,11,0,1,0,4
SF-E28,14,4,18,0,1,0,2
SF-E28,14,4,25,0,1,0,5
SF-E28,14,5,5,0,1,0,6
SF-E28,14,5,12,0,1,0,6
SF-E28,14,5,19,0,1,0,3
SF-E28,14,5,26,0,1,0,5
SF-E28,14,6,6,0,1,0,3
SF-E28,14,6,13,0,1,0,2
SF-E28,14,6,20,0,1,0,3
SF-E28,14,6,27,0,1,0,4
SF-E28,14,7,7,1,0,0,1
SF-E28,14,7,14,1,0,0,2
SF-E28,14,7,28,1,0,0,1
SF-E28,15,1,8,1,0,0,1
SF-E28,15,2,2,0,1,0,7
SF-E28,15,2,9,0,1,0,2
SF-E28,15,2,16,0,1,0,1
SF-E28,15,2,30,0,1,0,2
SF-E28,15,3,3,0,1,0,5
SF-E28,15,3,10,0,1,0,3
SF-E28,15,3,17,0,1,0,6
SF-E28,15,3,24,0,1,0,7
SF-E28,15,4,4,0,1,0,3
SF-E28,15,4,11,0,1,0,3
SF-E28,15,4,18,0,1,0,3
SF-E28,15,4,25,0,1,0,5
SF-E28,15,5,5,0,1,0,8
SF-E28,15,5,12,0,1,0,7
SF-E28,15,5,19,0,1,0,1
SF-E28,15,5,26,0,1,0,6
SF-E28,15,6,6,0,1,0,9
SF-E28,15,6,13,0,1,0,8
SF-E28,15,6,20,0,1,0,5
SF-E28,15,6,27,0,1,0,4
SF-E28,15,7,14,1,0,0,3
SF-E28,15,7,28,1,0,0,1
SF-E28,16,1,1,1,0,0,1
SF-E28,16,1,8,1,0,0,1
SF-E28,16,1,15,1,0,0,2
SF-E28,16,1,29,1,0,0,6
SF-E28,16,2,2,0,1,0,5
SF-E28,16,2,9,0,1,0,8
SF-E28,16,2,16,0,1,0,8
SF-E28,16,2,23,0,1,0,11
SF-E28,16,2,30,0,1,0,6
SF-E28,16,3,3,0,1,0,6
SF-E28,16,3,10,0,1,0,17
SF-E28,16,3,17,0,1,0,10
SF-E28,16,3,24,0,1,0,8
SF-E28,16,4,4,0,1,0,10
SF-E28,16,4,11,0,1,0,10
SF-E28,16,4,18,0,1,0,10
SF-E28,16,4,25,0,1,0,9
SF-E28,16,5,5,0,1,0,9
SF-E28,16,5,12,0,1,0,6
SF-E28,16,5,19,0,1,0,3
SF-E28,16,5,26,0,1,0,10
SF-E28,16,6,6,0,1,0,3
SF-E28,16,6,13,0,1,0,8
SF-E28,16,6,20,0,1,0,2
SF-E28,16,6,27,0,1,0,4
SF-E28,16,7,7,1,0,0,4
SF-E28,16,7,21,1,0,0,2
SF-E28,17,1,8,1,0,1,2
SF-E28,17,1,22,1,0,1,4
SF-E28,17,2,2,0,1,1,10
SF-E28,17,2,9,0,1,1,15
SF-E28,17,2,16,0,1,1,8
SF-E28,17,2,23,0,1,1,14
SF-E28,17,2,30,0,1,1,11
SF-E28,17,3,3,0,1,1,13
SF-E28,17,3,10,0,1,1,10
SF-E28,17,3,17,0,1,1,14
SF-E28,17,3,24,0,1,1,15
SF-E28,17,4,4,0,1,1,11
SF-E28,17,4,11,0,1,1,13
SF-E28,17,4,18,0,1,1,19
SF-E28,17,4,25,0,1,1,17
SF-E28,17,5,5,0,1,1,11
SF-E28,17,5,12,0,1,1,13
SF-E28,17,5,19,0,1,1,12
SF-E28,17,5,26,0,1,1,12
SF-E28,17,6,6,0,1,1,7
SF-E28,17,6,13,0,1,1,7
SF-E28,17,6,20,0,1,1,6
SF-E28,17,6,27,0,1,1,10
SF-E28,17,7,7,1,0,1,3
SF-E28,17,7,21,1,0,1,2
SF-E28,17,7,28,1,0,1,3
SF-E28,18,1,1,1,0,1,1
SF-E28,18,2,2,0,1,1,16
SF-E28,18,2,9,0,1,1,9
SF-E28,18,2,16,0,1,1,6
SF-E28,18,2,23,0,1,1,6
SF-E28,18,2,30,0,1,1,10
SF-E28,18,3,3,0,1,1,13
SF-E28,18,3,10,0,1,1,12
SF-E28,18,3,17,0,1,1,5
SF-E28,18,3,24,0,1,1,16
SF-E28,18,4,4,0,1,1,3
SF-E28,18,4,11,0,1,1,10
SF-E28,18,4,18,0,1,1,10
SF-E28,18,4,25,0,1,1,8
SF-E28,18,5,5,0,1,1,10
SF-E28,18,5,12,0,1,1,9
SF-E28,18,5,19,0,1,1,4
SF-E28,18,5,26,0,1,1,10
SF-E28,18,6,6,0,1,1,4
SF-E28,18,6,13,0,1,1,5
SF-E28,18,6,20,0,1,1,2
SF-E28,18,6,27,0,1,1,2
SF-E28,18,7,14,1,0,1,1
SF-E28,18,7,21,1,0,1,2
SF-E28,18,7,28,1,0,1,1
SF-E28,19,1,22,1,0,1,3
SF-E28,19,2,9,0,1,1,3
SF-E28,19,2,16,0,1,1,4
SF-E28,19,2,23,0,1,1,1
SF-E28,19,2,30,0,1,1,1
SF-E28,19,3,3,0,1,1,4
SF-E28,19,3,10,0,1,1,2
SF-E28,19,3,17,0,1,1,5
SF-E28,19,4,4,0,1,1,5
SF-E28,19,4,11,0,1,1,3
SF-E28,19,4,18,0,1,1,7
SF-E28,19,4,25,0,1,1,3
SF-E28,19,5,5,0,1,1,3
SF-E28,19,5,12,0,1,1,4
SF-E28,19,5,19,0,1,1,11
SF-E28,19,5,26,0,1,1,7
SF-E28,19,6,6,0,1,1,4
SF-E28,19,6,13,0,1,1,3
SF-E28,19,6,20,0,1,1,2
SF-E28,19,7,7,1,0,1,2
SF-E28,19,7,14,1,0,1,4
SF-E28,19,7,21,1,0,1,1
SF-E28,20,1,1,1,0,0,1
SF-E28,20,1,8,1,0,0,1
SF-E28,20,1,15,1,0,0,1
SF-E28,20,1,29,1,0,0,1
SF-E28,20,2,2,0,1,0,4
SF-E28,20,2,23,0,1,0,1
SF-E28,20,3,3,0,1,0,1
SF-E28,20,3,10,0,1,0,2
SF-E28,20,3,17,0,1,0,1
SF-E28,20,4,4,0,1,0,1
SF-E28,20,4,11,0,1,0,2
SF-E28,20,4,18,0,1,0,2
SF-E28,20,5,5,0,1,0,3
SF-E28,20,5,19,0,1,0,2
SF-E28,20,5,26,0,1,0,1
SF-E28,20,6,6,0,1,0,3
SF-E28,20,6,13,0,1,0,1
SF-E28,20,6,27,0,1,0,4
SF-E28,20,7,14,1,0,0,4
SF-E28,20,7,28,1,0,0,1
SF-E28,21,2,2,0,1,0,1
SF-E28,21,3,10,0,1,0,1
SF-E28,21,3,17,0,1,0,2
SF-E28,21,4,4,0,1,0,4
SF-E28,21,4,11,0,1,0,1
SF-E28,21,4,25,0,1,0,3
SF-E28,21,5,12,0,1,0,3
SF-E28,21,5,19,0,1,0,2
SF-E28,21,5,26,0,1,0,3
SF-E28,21,7,7,1,0,0,1
SF-E28,22,1,29,1,0,0,1
SF-E28,22,4,4,0,1,0,1
SF-E28,22,5,5,0,1,0,1
SF-E28,22,6,20,0,1,0,1
SF-E28,22,7,7,1,0,0,2
SF-E28,23,5,26,0,1,0,1
SF-E28,23,6,20,0,1,0,1
SF-E28-2,0,1,8,1,0,0,1
SF-E28-2,0,7,14,1,0,0,2
SF-E28-2,0,7,28,1,0,0,1
SF-E28-2,4,6,13,0,1,0,1
SF-E28-2,5,6,13,0,1,0,1
SF-E28-2,6,3,3,0,1,0,1
SF-E28-2,6,4,25,0,1,0,1
SF-E28-2,6,5,5,0,1,0,2
SF-E28-2,7,3,3,0,1,1,3
SF-E28-2,7,4,4,0,1,1,2
SF-E28-2,7,4,11,0,1,1,1
SF-E28-2,7,4,18,0,1,1,1
SF-E28-2,7,4,25,0,1,1,1
SF-E28-2,7,6,6,0,1,1,2
SF-E28-2,7,6,13,0,1,1,1
SF-E28-2,8,1,22,1,0,1,1
SF-E28-2,8,2,2,0,1,1,2
SF-E28-2,8,2,9,0,1,1,1
SF-E28-2,8,2,16,0,1,1,1
SF-E28-2,8,2,23,0,1,1,1
SF-E28-2,8,3,3,0,1,1,1
SF-E28-2,8,3,10,0,1,1,1
SF-E28-2,8,3,24,0,1,1,1
SF-E28-2,8,4,18,0,1,1,1
SF-E28-2,8,6,13,0,1,1,1
SF-E28-2,9,1,29,1,0,1,1
SF-E28-2,9,2,23,0,1,1,1
SF-E28-2,9,3,3,0,1,1,2
SF-E28-2,9,3,17,0,1,1,1
SF-E28-2,9,3,24,0,1,1,2
SF-E28-2,9,4,25,0,1,1,2
SF-E28-2,9,5,12,0,1,1,1
SF-E28-2,9,5,26,0,1,1,1
SF-E28-2,9,6,13,0,1,1,1
SF-E28-2,9,6,20,0,1,1,1
SF-E28-2,9,7,14,1,0,1,3
SF-E28-2,10,1,15,1,0,0,1
SF-E28-2,10,2,9,0,1,0,1
SF-E28-2,10,3,10,0,1,0,1
SF-E28-2,10,3,24,0,1,0,1
SF-E28-2,10,5,5,0,1,0,1
SF-E28-2,10,5,12,0,1,0,1
SF-E28-2,10,5,26,0,1,0,1
SF-E28-2,11,1,22,1,0,0,2
SF-E28-2,11,1,29,1,0,0,1
SF-E28-2,11,2,9,0,1,0,2
SF-E28-2,11,2,16,0,1,0,2
SF-E28-2,11,2,23,0,1,0,1
SF-E28-2,11,3,3,0,1,0,1
SF-E28-2,11,3,10,0,1,0,2
SF-E28-2,11,3,17,0,1,0,1
SF-E28-2,11,3,24,0,1,0,2
SF-E28-2,11,4,4,0,1,0,2
SF-E28-2,11,4,18,0,1,0,3
SF-E28-2,11,4,25,0,1,0,2
SF-E28-2,11,5,5,0,1,0,2
SF-E28-2,11,5,12,0,1,0,3
SF-E28-2,11,6,6,0,1,0,2
SF-E28-2,11,6,13,0,1,0,1
SF-E28-2,11,6,20,0,1,0,1
SF-E28-2,11,7,7,1,0,0,1
SF-E28-2,11,7,14,1,0,0,2
SF-E28-2,11,7,28,1,0,0,2
SF-E28-2,12,2,2,0,1,0,3
SF-E28-2,12,2,9,0,1,0,1
SF-E28-2,12,2,16,0,1,0,2
SF-E28-2,12,2,23,0,1,0,1
SF-E28-2,12,3,3,0,1,0,2
SF-E28-2,12,3,10,0,1,0,1
SF-E28-2,12,3,17,0,1,0,2
SF-E28-2,12,3,24,0,1,0,1
SF-E28-2,12,4,4,0,1,0,1
SF-E28-2,12,4,11,0,1,0,5
SF-E28-2,12,4,18,0,1,0,1
SF-E28-2,12,5,26,0,1,0,2
SF-E28-2,12,6,6,0,1,0,2
SF-E28-2,12,6,13,0,1,0,1
SF-E28-2,12,6,20,0,1,0,2
SF-E28-2,12,7,7,1,0,0,1
SF-E28-2,12,7,28,1,0,0,1
SF-E28-2,13,1,15,1,0,0,1
SF-E28-2,13,1,29,1,0,0,5
SF-E28-2,13,2,2,0,1,0,4
SF-E28-2,13,2,9,0,1,0,3
SF-E28-2,13,2,16,0,1,0,2
SF-E28-2,13,2,23,0,1,0,1
SF-E28-2,13,2,30,0,1,0,2
SF-E28-2,13,3,3,0,1,0,1
SF-E28-2,13,3,17,0,1,0,1
SF-E28-2,13,3,24,0,1,0,3
SF-E28-2,13,4,11,0,1,0,1
SF-E28-2,13,4,18,0,1,0,1
SF-E28-2,13,4,25,0,1,0,5
SF-E28-2,13,5,5,0,1,0,3
SF-E28-2,13,5,12,0,1,0,1
SF-E28-2,13,5,19,0,1,0,2
SF-E28-2,13,6,6,0,1,0,1
SF-E28-2,13,6,13,0,1,0,2
SF-E28-2,13,6,20,0,1,0,1
SF-E28-2,13,7,28,1,0,0,1
SF-E28-2,14,2,2,0,1,0,3
SF-E28-2,14,2,9,0,1,0,3
SF-E28-2,14,2,16,0,1,0,1
SF-E28-2,14,2,30,0,1,0,1
SF-E28-2,14,3,3,0,1,0,2
SF-E28-2,14,3,10,0,1,0,4
SF-E28-2,14,3,17,0,1,0,3
SF-E28-2,14,3,24,0,1,0,3
SF-E28-2,14,4,4,0,1,0,1
SF-E28-2,14,4,11,0,1,0,1
SF-E28-2,14,4,18,0,1,0,2
SF-E28-2,14,4,25,0,1,0,1
SF-E28-2,14,5,5,0,1,0,2
SF-E28-2,14,5,12,0,1,0,6
SF-E28-2,14,5,26,0,1,0,1
SF-E28-2,14,6,6,0,1,0,4
SF-E28-2,14,6,13,0,1,0,1
SF-E28-2,14,6,20,0,1,0,1
SF-E28-2,14,6,27,0,1,0,3
SF-E28-2,14,7,7,1,0,0,1
SF-E28-2,14,7,14,1,0,0,1
SF-E28-2,15,1,1,1,0,0,1
SF-E28-2,15,1,15,1,0,0,3
SF-E28-2,15,1,29,1,0,0,2
SF-E28-2,15,2,9,0,1,0,6
SF-E28-2,15,2,16,0,1,0,2
SF-E28-2,15,2,23,0,1,0,2
SF-E28-2,15,2,30,0,1,0,2
SF-E28-2,15,3,3,0,1,0,1
SF-E28-2,15,3,10,0,1,0,4
SF-E28-2,15,3,17,0,1,0,6
SF-E28-2,15,3,24,0,1,0,1
SF-E28-2,15,4,4,0,1,0,9
SF-E28-2,15,4,11,0,1,0,6
SF-E28-2,15,4,18,0,1,0,2
SF-E28-2,15,4,25,0,1,0,7
SF-E28-2,15,5,5,0,1,0,4
SF-E28-2,15,5,12,0,1,0,3
SF-E28-2,15,5,19,0,1,0,2
SF-E28-2,15,6,6,0,1,0,1
SF-E28-2,15,6,13,0,1,0,4
SF-E28-2,15,6,20,0,1,0,3
SF-E28-2,15,6,27,0,1,0,3
SF-E28-2,15,7,28,1,0,0,2
SF-E28-2,16,1,8,1,0,0,1
SF-E28-2,16,1,15,1,0,0,1
SF-E28-2,16,2,2,0,1,0,3
SF-E28-2,16,2,9,0,1,0,7
SF-E28-2,16,2,16,0,1,0,8
SF-E28-2,16,2,23,0,1,0,5
SF-E28-2,16,2,30,0,1,0,6
SF-E28-2,16,3,3,0,1,0,12
SF-E28-2,16,3,10,0,1,0,11
SF-E28-2,16,3,17,0,1,0,12
SF-E28-2,16,3,24,0,1,0,8
SF-E28-2,16,4,4,0,1,0,8
SF-E28-2,16,4,11,0,1,0,3
SF-E28-2,16,4,18,0,1,0,12
SF-E28-2,16,4,25,0,1,0,3
SF-E28-2,16,5,5,0,1,0,4
SF-E28-2,16,5,12,0,1,0,5
SF-E28-2,16,5,19,0,1,0,4
SF-E28-2,16,5,26,0,1,0,8
SF-E28-2,16,6,13,0,1,0,5
SF-E28-2,16,6,20,0,1,0,2
SF-E28-2,16,6,27,0,1,0,5
SF-E28-2,16,7,7,1,0,0,1
SF-E28-2,16,7,14,1,0,0,2
SF-E28-2,16,7,21,1,0,0,1
SF-E28-2,16,7,28,1,0,0,1
SF-E28-2,17,1,1,1,0,1,3
SF-E28-2,17,1,8,1,0,1,1
SF-E28-2,17,1,22,1,0,1,1
SF-E28-2,17,2,2,0,1,1,11
SF-E28-2,17,2,9,0,1,1,5
SF-E28-2,17,2,16,0,1,1,10
SF-E28-2,17,2,23,0,1,1,8
SF-E28-2,17,2,30,0,1,1,9
SF-E28-2,17,3,3,0,1,1,15
SF-E28-2,17,3,10,0,1,1,8
SF-E28-2,17,3,17,0,1,1,7
SF-E28-2,17,3,24,0,1,1,15
SF-E28-2,17,4,4,0,1,1,12
SF-E28-2,17,4,11,0,1,1,8
SF-E28-2,17,4,18,0,1,1,14
SF-E28-2,17,4,25,0,1,1,8
SF-E28-2,17,5,5,0,1,1,14
SF-E28-2,17,5,12,0,1,1,10
SF-E28-2,17,5,19,0,1,1,3
SF-E28-2,17,5,26,0,1,1,10
SF-E28-2,17,6,6,0,1,1,6
SF-E28-2,17,6,13,0,1,1,2
SF-E28-2,17,6,20,0,1,1,6
SF-E28-2,17,6,27,0,1,1,8
SF-E28-2,17,7,21,1,0,1,1
SF-E28-2,18,1,1,1,0,1,1
SF-E28-2,18,1,22,1,0,1,3
SF-E28-2,18,2,2,0,1,1,9
SF-E28-2,18,2,9,0,1,1,4
SF-E28-2,18,2,16,0,1,1,3
SF-E28-2,18,2,23,0,1,1,6
SF-E28-2,18,2,30,0,1,1,6
SF-E28-2,18,3,3,0,1,1,3
SF-E28-2,18,3,10,0,1,1,4
SF-E28-2,18,3,17,0,1,1,6
SF-E28-2,18,3,24,0,1,1,7
SF-E28-2,18,4,4,0,1,1,4
SF-E28-2,18,4,11,0,1,1,6
SF-E28-2,18,4,18,0,1,1,1
SF-E28-2,18,4,25,0,1,1,5
SF-E28-2,18,5,5,0,1,1,4
SF-E28-2,18,5,12,0,1,1,8
SF-E28-2,18,5,19,0,1,1,2
SF-E28-2,18,5,26,0,1,1,6
SF-E28-2,18,6,6,0,1,1,3
SF-E28-2,18,6,13,0,1,1,3
SF-E28-2,18,6,20,0,1,1,2
SF-E28-2,18,6,27,0,1,1,8
SF-E28-2,18,7,21,1,0,1,2
SF-E28-2,19,1,22,1,0,1,1
SF-E28-2,19,2,9,0,1,1,5
SF-E28-2,19,2,16,0,1,1,1
SF-E28-2,19,2,23,0,1,1,1
SF-E28-2,19,2,30,0,1,1,6
SF-E28-2,19,3,3,0,1,1,6
SF-E28-2,19,3,10,0,1,1,2
SF-E28-2,19,3,17,0,1,1,4
SF-E28-2,19,3,24,0,1,1,1
SF-E28-2,19,4,11,0,1,1,5
SF-E28-2,19,4,25,0,1,1,3
SF-E28-2,19,5,5,0,1,1,7
SF-E28-2,19,5,26,0,1,1,3
SF-E28-2,19,6,6,0,1,1,3
SF-E28-2,19,6,13,0,1,1,4
SF-E28-2,19,6,20,0,1,1,3
SF-E28-2,19,6,27,0,1,1,3
SF-E28-2,20,2,9,0,1,0,1
SF-E28-2,20,2,23,0,1,0,3
SF-E28-2,20,2,30,0,1,0,1
SF-E28-2,20,3,17,0,1,0,1
SF-E28-2,20,4,11,0,1,0,6
SF-E28-2,20,4,18,0,1,0,1
SF-E28-2,20,4,25,0,1,0,3
SF-E28-2,20,5,5,0,1,0,4
SF-E28-2,20,5,26,0,1,0,4
SF-E28-2,20,6,6,0,1,0,1
SF-E28-2,20,6,27,0,1,0,4
SF-E28-2,20,7,21,1,0,0,2
SF-E28-2,21,1,8,1,0,0,1
SF-E28-2,21,1,15,1,0,0,2
SF-E28-2,21,2,2,0,1,0,1
SF-E28-2,21,2,9,0,1,0,1
SF-E28-2,21,2,23,0,1,0,2
SF-E28-2,21,2,30,0,1,0,3
SF-E28-2,21,3,24,0,1,0,2
SF-E28-2,21,4,11,0,1,0,2
SF-E28-2,21,5,5,0,1,0,1
SF-E28-2,21,5,12,0,1,0,3
SF-E28-2,21,5,19,0,1,0,1
SF-E28-2,21,5,26,0,1,0,1
SF-E28-2,21,6,6,0,1,0,3
SF-E28-2,21,7,7,1,0,0,1
SF-E28-2,21,7,14,1,0,0,3
SF-E28-2,22,1,29,1,0,0,2
SF-E28-2,22,5,26,0,1,0,1
SF-E28-2,22,6,13,0,1,0,1
SF-E28-2,22,6,20,0,1,0,2
SF-E28-2,22,7,28,1,0,0,3
SF-E28-4,1,3,3,0,1,0,1
SF-E28-4,4,3,10,0,1,0,1
SF-E28-4,4,4,25,0,1,0,1
SF-E28-4,4,6,27,0,1,0,1
SF-E28-4,5,2,30,0,1,0,1
SF-E28-4,6,2,30,0,1,0,1
SF-E28-4,6,3,3,0,1,0,1
SF-E28-4,7,3,10,0,1,1,1
SF-E28-4,7,3,17,0,1,1,1
SF-E28-4,7,3,24,0,1,1,1
SF-E28-4,7,4,4,0,1,1,1
SF-E28-4,7,4,11,0,1,1,1
SF-E28-4,7,5,12,0,1,1,1
SF-E28-4,7,6,13,0,1,1,1
SF-E28-4,7,7,14,1,0,1,1
SF-E28-4,8,1,29,1,0,1,1
SF-E28-4,8,2,23,0,1,1,1
SF-E28-4,8,3,24,0,1,1,1
SF-E28-4,8,5,5,0,1,1,1
SF-E28-4,8,5,19,0,1,1,1
SF-E28-4,8,5,26,0,1,1,2
SF-E28-4,8,6,6,0,1,1,2
SF-E28-4,8,6,13,0,1,1,1
SF-E28-4,8,7,21,1,0,1,1
SF-E28-4,9,1,1,1,0,1,1
SF-E28-4,9,1,15,1,0,1,1
SF-E28-4,9,2,2,0,1,1,3
SF-E28-4,9,2,16,0,1,1,1
SF-E28-4,9,3,3,0,1,1,3
SF-E28-4,9,3,17,0,1,1,3
SF-E28-4,9,4,4,0,1,1,1
SF-E28-4,9,4,11,0,1,1,2
SF-E28-4,9,4,18,0,1,1,3
SF-E28-4,9,4,25,0,1,1,2
SF-E28-4,9,5,5,0,1,1,1
SF-E28-4,9,5,12,0,1,1,1
SF-E28-4,9,5,19,0,1,1,1
SF-E28-4,9,5,26,0,1,1,2
SF-E28-4,9,6,13,0,1,1,1
SF-E28-4,9,6,27,0,1,1,1
SF-E28-4,10,1,1,1,0,0,1
SF-E28-4,10,1,8,1,0,0,1
SF-E28-4,10,1,15,1,0,0,1
SF-E28-4,10,1,29,1,0,0,3
SF-E28-4,10,2,2,0,1,0,1
SF-E28-4,10,3,3,0,1,0,2
SF-E28-4,10,3,10,0,1,0,2
SF-E28-4,10,3,24,0,1,0,1
SF-E28-4,10,4,11,0,1,0,3
SF-E28-4,10,4,18,0,1,0,1
SF-E28-4,10,6,13,0,1,0,1
SF-E28-4,11,1,22,1,0,0,1
SF-E28-4,11,1,29,1,0,0,1
SF-E28-4,11,2,2,0,1,0,1
SF-E28-4,11,2,9,0,1,0,1
SF-E28-4,11,2,23,0,1,0,3
SF-E28-4,11,2,30,0,1,0,1
SF-E28-4,11,3,10,0,1,0,2
SF-E28-4,11,4,18,0,1,0,1
SF-E28-4,11,4,25,0,1,0,1
SF-E28-4,11,5,19,0,1,0,2
SF-E28-4,11,6,6,0,1,0,1
SF-E28-4,11,7,7,1,0,0,1
SF-E28-4,11,7,14,1,0,0,2
SF-E28-4,12,1,22,1,0,0,3
SF-E28-4,12,1,29,1,0,0,1
SF-E28-4,12,2,23,0,1,0,1
SF-E28-4,12,2,30,0,1,0,1
SF-E28-4,12,3,10,0,1,0,1
SF-E28-4,12,3,17,0,1,0,1
SF-E28-4,12,4,4,0,1,0,1
SF-E28-4,12,5,19,0,1,0,2
SF-E28-4,12,5,26,0,1,0,1
SF-E28-4,12,6,27,0,1,0,2
SF-E28-4,12,7,21,1,0,0,1
SF-E28-4,13,1,1,1,0,0,1
SF-E28-4,13,1,15,1,0,0,2
SF-E28-4,13,1,22,1,0,0,2
SF-E28-4,13,1,29,1,0,0,1
SF-E28-4,13,2,9,0,1,0,1
SF-E28-4,13,2,16,0,1,0,1
SF-E28-4,13,2,30,0,1,0,2
SF-E28-4,13,3,10,0,1,0,2
SF-E28-4,13,3,17,0,1,0,3
SF-E28-4,13,3,24,0,1,0,1
SF-E28-4,13,4,4,0,1,0,3
SF-E28-4,13,4,18,0,1,0,2
SF-E28-4,13,5,12,0,1,0,2
SF-E28-4,13,5,26,0,1,0,1
SF-E28-4,13,6,13,0,1,0,1
SF-E28-4,13,6,20,0,1,0,1
SF-E28-4,13,7,28,1,0,0,1
SF-E28-4,14,1,1,1,0,0,2
SF-E28-4,14,1,29,1,0,0,3
SF-E28-4,14,2,2,0,1,0,1
SF-E28-4,14,2,23,0,1,0,1
SF-E28-4,14,2,30,0,1,0,2
SF-E28-4,14,3,3,0,1,0,1
SF-E28-4,14,3,17,0,1,0,1
SF-E28-4,14,3,24,0,1,0,1
SF-E28-4,14,4,11,0,1,0,1
SF-E28-4,14,4,18,0,1,0,2
SF-E28-4,14,4,25,0,1,0,5
SF-E28-4,14,5,12,0,1,0,1
SF-E28-4,14,5,26,0,1,0,1
SF-E28-4,14,6,6,0,1,0,1
SF-E28-4,14,6,27,0,1,0,2
SF-E28-4,14,7,28,1,0,0,1
SF-E28-4,15,1,15,1,0,0,1
SF-E28-4,15,1,22,1,0,0,2
SF-E28-4,15,2,9,0,1,0,2
SF-E28-4,15,2,16,0,1,0,1
SF-E28-4,15,2,23,0,1,0,1
SF-E28-4,15,2,30,0,1,0,1
SF-E28-4,15,3,3,0,1,0,2
SF-E28-4,15,3,10,0,1,0,4
SF-E28-4,15,3,17,0,1,0,2
SF-E28-4,15,3,24,0,1,0,6
SF-E28-4,15,4,11,0,1,0,1
SF-E28-4,15,4,18,0,1,0,4
SF-E28-4,15,4,25,0,1,0,2
SF-E28-4,15,5,12,0,1,0,1
SF-E28-4,15,5,19,0,1,0,1
SF-E28-4,15,5,26,0,1,0,2
SF-E28-4,15,6,13,0,1,0,1
SF-E28-4,15,6,20,0,1,0,1
SF-E28-4,15,6,27,0,1,0,2
SF-E28-4,15,7,14,1,0,0,3
SF-E28-4,16,1,22,1,0,0,1
SF-E28-4,16,2,2,0,1,0,4
SF-E28-4,16,2,9,0,1,0,1
SF-E28-4,16,2,16,0,1,0,3
SF-E28-4,16,2,23,0,1,0,3
SF-E28-4,16,2,30,0,1,0,1
SF-E28-4,16,3,3,0,1,0,3
SF-E28-4,16,3,10,0,1,0,2
SF-E28-4,16,3,17,0,1,0,1
SF-E28-4,16,3,24,0,1,0,4
SF-E28-4,16,4,4,0,1,0,5
SF-E28-4,16,4,11,0,1,0,3
SF-E28-4,16,4,18,0,1,0,4
SF-E28-4,16,4,25,0,1,0,3
SF-E28-4,16,5,12,0,1,0,2
SF-E28-4,16,5,26,0,1,0,4
SF-E28-4,16,6,6,0,1,0,6
SF-E28-4,16,6,27,0,1,0,3
SF-E28-4,16,7,21,1,0,0,1
SF-E28-4,16,7,28,1,0,0,1
SF-E28-4,17,2,2,0,1,1,3
SF-E28-4,17,2,9,0,1,1,6
SF-E28-4,17,2,16,0,1,1,7
SF-E28-4,17,2,23,0,1,1,4
SF-E28-4,17,2,30,0,1,1,8
SF-E28-4,17,3,3,0,1,1,9
SF-E28-4,17,3,10,0,1,1,5
SF-E28-4,17,3,17,0,1,1,10
SF-E28-4,17,3,24,0,1,1,11
SF-E28-4,17,4,4,0,1,1,5
SF-E28-4,17,4,11,0,1,1,3
SF-E28-4,17,4,18,0,1,1,6
SF-E28-4,17,4,25,0,1,1,8
SF-E28-4,17,5,12,0,1,1,4
SF-E28-4,17,5,26,0,1,1,3
SF-E28-4,17,6,6,0,1,1,1
SF-E28-4,17,6,20,0,1,1,5
SF-E28-4,17,6,27,0,1,1,3
SF-E28-4,17,7,14,1,0,1,2
SF-E28-4,17,7,28,1,0,1,1
SF-E28-4,18,1,15,1,0,1,1
SF-E28-4,18,1,22,1,0,1,1
SF-E28-4,18,2,2,0,1,1,6
SF-E28-4,18,2,9,0,1,1,2
SF-E28-4,18,2,16,0,1,1,1
SF-E28-4,18,2,23,0,1,1,4
SF-E28-4,18,2,30,0,1,1,1
SF-E28-4,18,3,3,0,1,1,3
SF-E28-4,18,3,10,0,1,1,1
SF-E28-4,18,3,17,0,1,1,1
SF-E28-4,18,3,24,0,1,1,6
SF-E28-4,18,4,4,0,1,1,5
SF-E28-4,18,4,11,0,1,1,8
SF-E28-4,18,4,18,0,1,1,1
SF-E28-4,18,4,25,0,1,1,4
SF-E28-4,18,5,12,0,1,1,5
SF-E28-4,18,5,19,0,1,1,2
SF-E28-4,18,5,26,0,1,1,6
SF-E28-4,18,6,6,0,1,1,1
SF-E28-4,18,6,20,0,1,1,2
SF-E28-4,18,7,21,1,0,1,3
SF-E28-4,19,1,15,1,0,1,1
SF-E28-4,19,2,2,0,1,1,1
SF-E28-4,19,2,23,0,1,1,2
SF-E28-4,19,2,30,0,1,1,1
